@ NAME             %04s "CORR"
@ TYPE             %04s "CORR"
@ TITLE            %51s "LHC 6.5 with errors and orbit correction using MADX"
@ ORIGIN           %19s "MAD-X 4.01.42 Linux"
@ DATE             %08s "07/03/11"
@ TIME             %08s "07.50.25"
* NAME                           PX.OLD             PY.OLD      PX.CORRECTION      PY.CORRECTION 
$ %s                                %le                %le                %le                %le 
 "MCBH.22L7.B1"                       0                  0   -1.685248106e-06                  0
 "MCBV.21L7.B1"                       0                  0                  0                  0
 "MCBH.20L7.B1"                       0                  0    -1.86340604e-06                  0
 "MCBV.19L7.B1"                       0                  0                  0                  0
 "MCBH.18L7.B1"                       0                  0   -1.249961555e-06                  0
 "MCBV.17L7.B1"                       0                  0                  0                  0
 "MCBH.16L7.B1"                       0                  0    5.281155463e-07                  0
 "MCBV.15L7.B1"                       0                  0                  0                  0
 "MCBH.14L7.B1"                       0                  0    4.256584507e-07                  0
 "MCBV.13L7.B1"                       0                  0                  0                  0
 "MCBH.12L7.B1"                       0                  0   -5.717488821e-07                  0
 "MCBV.11L7.B1"                       0                  0                  0                  0
 "MCBCH.10L7.B1"                      0                  0   -1.392299193e-06                  0
 "MCBCV.9L7.B1"                       0                  0                  0                  0
 "MCBCH.8L7.B1"                       0                  0    1.971773803e-06                  0
 "MCBCV.7L7.B1"                       0                  0                  0                  0
 "MCBCH.6L7.B1"                       0                  0   -2.770338033e-07                  0
 "MCBWV.5L7.B1"                       0                  0                  0                  0
 "MCBWH.4L7.B1"                       0                  0    1.324632194e-08                  0
 "MCBWV.4R7.B1"                       0                  0                  0                  0
 "MCBWH.5R7.B1"                       0                  0   -4.546162381e-08                  0
 "MCBCV.6R7.B1"                       0                  0                  0                  0
 "MCBCH.7R7.B1"                       0                  0    6.065887283e-07                  0
 "MCBCV.8R7.B1"                       0                  0                  0                  0
 "MCBCH.9R7.B1"                       0                  0    1.311415224e-06                  0
 "MCBCV.10R7.B1"                      0                  0                  0                  0
 "MCBH.11R7.B1"                       0                  0     8.12190643e-07                  0
 "MCBV.12R7.B1"                       0                  0                  0                  0
 "MCBH.13R7.B1"                       0                  0    3.122082213e-06                  0
 "MCBV.14R7.B1"                       0                  0                  0                  0
 "MCBH.15R7.B1"                       0                  0    4.343891051e-07                  0
 "MCBV.16R7.B1"                       0                  0                  0                  0
 "MCBH.17R7.B1"                       0                  0    -5.17172087e-06                  0
 "MCBV.18R7.B1"                       0                  0                  0                  0
 "MCBH.19R7.B1"                       0                  0    1.325123943e-06                  0
 "MCBV.20R7.B1"                       0                  0                  0                  0
 "MCBH.21R7.B1"                       0                  0    2.215409884e-06                  0
 "MCBV.22R7.B1"                       0                  0                  0                  0
 "MCBH.23R7.B1"                       0                  0   -2.739627147e-06                  0
 "MCBV.24R7.B1"                       0                  0                  0                  0
 "MCBH.25R7.B1"                       0                  0    2.447534818e-06                  0
 "MCBV.26R7.B1"                       0                  0                  0                  0
 "MCBH.27R7.B1"                       0                  0    1.542120939e-06                  0
 "MCBV.28R7.B1"                       0                  0                  0                  0
 "MCBH.29R7.B1"                       0                  0   -7.678067195e-07                  0
 "MCBV.30R7.B1"                       0                  0                  0                  0
 "MCBH.31R7.B1"                       0                  0    2.400934818e-09                  0
 "MCBV.32R7.B1"                       0                  0                  0                  0
 "MCBH.33R7.B1"                       0                  0    2.055318328e-06                  0
 "MCBV.34L8.B1"                       0                  0                  0                  0
 "MCBH.33L8.B1"                       0                  0   -5.614236215e-08                  0
 "MCBV.32L8.B1"                       0                  0                  0                  0
 "MCBH.31L8.B1"                       0                  0    2.274733502e-06                  0
 "MCBV.30L8.B1"                       0                  0                  0                  0
 "MCBH.29L8.B1"                       0                  0   -2.716007875e-07                  0
 "MCBV.28L8.B1"                       0                  0                  0                  0
 "MCBH.27L8.B1"                       0                  0    5.609338405e-07                  0
 "MCBV.26L8.B1"                       0                  0                  0                  0
 "MCBH.25L8.B1"                       0                  0    2.391129266e-06                  0
 "MCBV.24L8.B1"                       0                  0                  0                  0
 "MCBH.23L8.B1"                       0                  0   -3.265453503e-06                  0
 "MCBV.22L8.B1"                       0                  0                  0                  0
 "MCBH.21L8.B1"                       0                  0    3.201920772e-07                  0
 "MCBV.20L8.B1"                       0                  0                  0                  0
 "MCBH.19L8.B1"                       0                  0    2.037897473e-06                  0
 "MCBV.18L8.B1"                       0                  0                  0                  0
 "MCBH.17L8.B1"                       0                  0    2.562284004e-06                  0
 "MCBV.16L8.B1"                       0                  0                  0                  0
 "MCBH.15L8.B1"                       0                  0   -5.689311656e-07                  0
 "MCBV.14L8.B1"                       0                  0                  0                  0
 "MCBH.13L8.B1"                       0                  0    1.749020885e-06                  0
 "MCBV.12L8.B1"                       0                  0                  0                  0
 "MCBH.11L8.B1"                       0                  0   -9.585449588e-07                  0
 "MCBCV.10L8.B1"                      0                  0                  0                  0
 "MCBCH.9L8.B1"                       0                  0   -4.103433457e-08                  0
 "MCBCV.8L8.B1"                       0                  0                  0                  0
 "MCBCH.7L8.B1"                       0                  0    8.244668606e-09                  0
 "MCBCV.6L8.B1"                       0                  0                  0                  0
 "MCBCH.B5L8.B1"                      0                  0   -1.259709359e-06                  0
 "MCBCV.5L8.B1"                       0                  0                  0                  0
 "MCBCH.A5L8.B1"                      0                  0    1.544007799e-06                  0
 "MCBWH.5L8.B1"                       0                  0    7.200858556e-06                  0
 "MCBYV.B4L8.B1"                      0                  0                  0                  0
 "MCBYH.4L8.B1"                       0                  0    7.566994987e-06                  0
 "MCBYV.A4L8.B1"                      0                  0                  0                  0
 "MCBXH.3L8"                          0                  0                  0                  0
 "MCBXV.3L8"                          0                  0                  0                  0
 "MCBXH.2L8"                          0                  0   -2.352305501e-09                  0
 "MCBXV.2L8"                          0                  0                  0                  0
 "MCBXH.1L8"                          0                  0   -1.709853113e-05                  0
 "MCBXV.1L8"                          0                  0                  0                  0
 "MBXWS.1L8"                          0                  0                  0                  0
 "MBXWH.1L8"                          0                  0                  0                  0
 "MBLW.1R8"                           0                  0                  0                  0
 "MBXWS.1R8"                          0                  0                  0                  0
 "MCBXH.1R8"                          0                  0    1.710640267e-05                  0
 "MCBXV.1R8"                          0                  0                  0                  0
 "MCBXH.2R8"                          0                  0   -6.333601505e-09                  0
 "MCBXV.2R8"                          0                  0                  0                  0
 "MCBXH.3R8"                          0                  0    2.448718533e-09                  0
 "MCBXV.3R8"                          0                  0                  0                  0
 "MCBYH.A4R8.B1"                      0                  0   -2.113816887e-05                  0
 "MCBYV.4R8.B1"                       0                  0                  0                  0
 "MCBYH.B4R8.B1"                      0                  0    3.467284376e-06                  0
 "MCBYV.A5R8.B1"                      0                  0                  0                  0
 "MCBYH.5R8.B1"                       0                  0   -2.238628076e-07                  0
 "MCBYV.B5R8.B1"                      0                  0                  0                  0
 "MSIA.A6R8.B1"                       0                  0                  0                  0
 "MSIA.B6R8.B1"                       0                  0                  0                  0
 "MSIB.A6R8.B1"                       0                  0                  0                  0
 "MSIB.B6R8.B1"                       0                  0                  0                  0
 "MSIB.C6R8.B1"                       0                  0                  0                  0
 "MCBCH.6R8.B1"                       0                  0    1.249270917e-08                  0
 "MCBCV.7R8.B1"                       0                  0                  0                  0
 "MCBCH.8R8.B1"                       0                  0   -8.089679613e-08                  0
 "MCBCV.9R8.B1"                       0                  0                  0                  0
 "MCBCH.10R8.B1"                      0                  0    7.459861808e-07                  0
 "MCBV.11R8.B1"                       0                  0                  0                  0
 "MCBH.12R8.B1"                       0                  0     9.56559612e-07                  0
 "MCBV.13R8.B1"                       0                  0                  0                  0
 "MCBH.14R8.B1"                       0                  0   -1.923616393e-06                  0
 "MCBV.15R8.B1"                       0                  0                  0                  0
 "MCBH.16R8.B1"                       0                  0     1.86866289e-06                  0
 "MCBV.17R8.B1"                       0                  0                  0                  0
 "MCBH.18R8.B1"                       0                  0    2.371416427e-06                  0
 "MCBV.19R8.B1"                       0                  0                  0                  0
 "MCBH.20R8.B1"                       0                  0    1.451957389e-06                  0
 "MCBV.21R8.B1"                       0                  0                  0                  0
 "MCBH.22R8.B1"                       0                  0    3.796069359e-07                  0
 "MCBV.23R8.B1"                       0                  0                  0                  0
 "MCBH.24R8.B1"                       0                  0    3.085027565e-07                  0
 "MCBV.25R8.B1"                       0                  0                  0                  0
 "MCBH.26R8.B1"                       0                  0    -4.56296053e-07                  0
 "MCBV.27R8.B1"                       0                  0                  0                  0
 "MCBH.28R8.B1"                       0                  0   -3.608626779e-06                  0
 "MCBV.29R8.B1"                       0                  0                  0                  0
 "MCBH.30R8.B1"                       0                  0    2.516760956e-06                  0
 "MCBV.31R8.B1"                       0                  0                  0                  0
 "MCBH.32R8.B1"                       0                  0    1.026732731e-06                  0
 "MCBV.33R8.B1"                       0                  0                  0                  0
 "MCBH.34L1.B1"                       0                  0    1.077504829e-06                  0
 "MCBV.33L1.B1"                       0                  0                  0                  0
 "MCBH.32L1.B1"                       0                  0    2.267528791e-06                  0
 "MCBV.31L1.B1"                       0                  0                  0                  0
 "MCBH.30L1.B1"                       0                  0   -8.585349424e-07                  0
 "MCBV.29L1.B1"                       0                  0                  0                  0
 "MCBH.28L1.B1"                       0                  0   -3.697141074e-06                  0
 "MCBV.27L1.B1"                       0                  0                  0                  0
 "MCBH.26L1.B1"                       0                  0     8.22780421e-07                  0
 "MCBV.25L1.B1"                       0                  0                  0                  0
 "MCBH.24L1.B1"                       0                  0     2.32361519e-07                  0
 "MCBV.23L1.B1"                       0                  0                  0                  0
 "MCBH.22L1.B1"                       0                  0     -5.3434656e-07                  0
 "MCBV.21L1.B1"                       0                  0                  0                  0
 "MCBH.20L1.B1"                       0                  0    2.361713443e-06                  0
 "MCBV.19L1.B1"                       0                  0                  0                  0
 "MCBH.18L1.B1"                       0                  0    4.275355954e-06                  0
 "MCBV.17L1.B1"                       0                  0                  0                  0
 "MCBH.16L1.B1"                       0                  0    2.359361621e-06                  0
 "MCBV.15L1.B1"                       0                  0                  0                  0
 "MCBH.14L1.B1"                       0                  0    5.879505188e-07                  0
 "MCBV.13L1.B1"                       0                  0                  0                  0
 "MCBH.12L1.B1"                       0                  0      9.1950153e-07                  0
 "MCBV.11L1.B1"                       0                  0                  0                  0
 "MCBCH.10L1.B1"                      0                  0    1.043465803e-06                  0
 "MCBCV.9L1.B1"                       0                  0                  0                  0
 "MCBCH.8L1.B1"                       0                  0   -1.449954143e-07                  0
 "MCBCV.7L1.B1"                       0                  0                  0                  0
 "MCBCH.6L1.B1"                       0                  0    2.330539792e-08                  0
 "MCBCV.5L1.B1"                       0                  0                  0                  0
 "MCBYH.B4L1.B1"                      0                  0   -2.850717692e-09                  0
 "MCBYV.4L1.B1"                       0                  0                  0                  0
 "MCBYH.A4L1.B1"                      0                  0                  0                  0
 "MCBXH.3L1"                          0                  0   -3.036393082e-09                  0
 "MCBXV.3L1"                          0                  0                  0                  0
 "MCBXH.2L1"                          0                  0    8.504035577e-09                  0
 "MCBXV.2L1"                          0                  0                  0                  0
 "MCBXH.1L1"                          0                  0   -8.174773939e-09                  0
 "MCBXV.1L1"                          0                  0                  0                  0
