@ NAME             %07s "ROTATIONS"
@ TYPE             %07s "ROTATIONS"
@ TITLE            %11s "magnet rotations"
@ ORIGIN           %16s "MAD-X 2.12 Linux"
@ DATE             %08s "24/05/07"
@ TIME             %08s "15.00.00"
* NAME          YROTA      SROTA      INOUT
$ %s            %le        %le        %le
not found       -1         -1         -1
MQY.A4L8        0          0          1
MBRC.4L8        0          0          1
MBX.4L8         180        0          0
MQXA.3L8        180        0          0
MQSX.3L8        0          0          0
MQXB.B2L8       0          0          0
MQXB.A2L8       0          0          0
MQXA.1L8        0          0          0
MBXWS.1L8       0          0          0
MBXWH.1L8       0          0          0
MBXWS.1R8       180        0          0
MQXA.1R8        180        0          0
MQXB.A2R8       180        0          0
MQXB.B2R8       180        0          0
MQSX.3R8        180        0          0
MQXA.3R8        0          0          0
MBX.4R8         0          0          0
MBRC.4R8        180        0          2
MQY.A4R8        180        0          2
MQY.B4R8        180        0          2
MQY.A5R8        0          0          2
MQY.B5R8        0          0          2
MQML.6R8        180        0          2
MQM.6R8         180        0          2
MQM.A7R8        0          0          2
MQM.B7R8        0          0          2
MQML.8R8        0          0          2
MQMC.9R8        0          0          2
MQM.9R8         0          0          2
MQML.10R8       0          0          2
MQTLI.11R8      180        0          2
MCBH.11R8       180        0          2
MCBV.11R8       180        0          2
MS.11R8         0          0          2
MQT.12R8        0          0          2
MS.12R8         0          0          2
MQT.13R8        0          0          2
MS.13R8         0          0          2
MQT.14R8        0          0          2
MS.14R8         0          0          2
MQT.15R8        0          0          2
MS.15R8         0          0          2
MQT.16R8        0          0          2
MS.16R8         0          0          2
MQT.17R8        0          0          2
MS.17R8         0          0          2
MQT.18R8        0          0          2
MS.18R8         0          0          2
MQT.19R8        0          0          2
MS.19R8         0          0          2
MQT.20R8        0          0          2
MS.20R8         0          0          2
MQT.21R8        0          0          2
MS.21R8         0          0          2
MO.22R8         0          0          2
MS.22R8         0          0          2
MQS.23R8        0          0          2
MS.23R8         0          0          2
MO.24R8         0          0          2
MS.24R8         0          0          2
MO.25R8         0          0          2
MS.25R8         0          0          2
MO.26R8         0          0          2
MS.26R8         0          0          2
MQS.27R8        0          0          2
MS.27R8         0          0          2
MO.28R8         0          0          2
MS.28R8         0          0          2
MO.29R8         0          0          2
MS.29R8         0          0          2
MO.30R8         0          0          2
MSS.30R8        0          0          2
MO.31R8         0          0          2
MS.31R8         0          0          2
MO.32R8         0          0          2
MS.32R8         0          0          2
MO.33R8         0          0          2
MS.33R8         0          0          2
MO.34R8         0          0          2
MSS.34L1        0          0          2
MO.33L1         0          0          2
MS.33L1         0          0          2
MO.32L1         0          0          2
MSS.32L1        0          0          2
MO.31L1         0          0          2
MS.31L1         0          0          2
MO.30L1         0          0          2
MS.30L1         0          0          2
MO.29L1         0          0          2
MS.29L1         0          0          2
MO.28L1         0          0          2
MSS.28L1        0          0          2
MQS.27L1        0          0          2
MS.27L1         0          0          2
MO.26L1         0          0          2
MS.26L1         0          0          2
MO.25L1         0          0          2
MS.25L1         0          0          2
MO.24L1         0          0          2
MS.24L1         0          0          2
MQS.23L1        0          0          2
MS.23L1         0          0          2
MO.22L1         0          0          2
MS.22L1         0          0          2
MQT.21L1        0          0          2
MS.21L1         0          0          2
MQT.20L1        0          0          2
MS.20L1         0          0          2
MQT.19L1        0          0          2
MS.19L1         0          0          2
MQT.18L1        0          0          2
MS.18L1         0          0          2
MQT.17L1        0          0          2
MS.17L1         0          0          2
MQT.16L1        0          0          2
MS.16L1         0          0          2
MQT.15L1        0          0          2
MS.15L1         0          0          2
MQT.14L1        0          0          2
MS.14L1         0          0          2
MQT.13L1        0          0          2
MS.13L1         0          0          2
MQT.12L1        0          0          2
MS.12L1         0          0          2
MQTLI.11L1      180        0          2
MCBH.11L1       180        0          2
MCBV.11L1       180        0          2
MS.11L1         0          0          2
MQML.10L1       0          0          2
MQMC.9L1        0          0          2
MQM.9L1         0          0          2
MQML.8L1        0          0          2
MQM.B7L1        0          0          2
MQM.A7L1        0          0          2
MQML.6L1        180        0          2
MQML.5L1        180        0          2
MQY.4L1         0          0          2
MBRC.4L1        0          0          2
MBXW.F4L1       0          0          0
MBXW.E4L1       0          0          0
MBXW.D4L1       0          0          0
MBXW.C4L1       0          0          0
MBXW.B4L1       0          0          0
MBXW.A4L1       0          0          0
MQXA.3L1        180        0          0
MQSX.3L1        0          0          0
MQXB.B2L1       0          0          0
MQXB.A2L1       0          0          0
MQXA.1L1        0          0          0
